age,education,sex,race,race_input,img,Q1,Q2,Q3,Q4.a,Q4.b,d_quality,Q1_int,Q3_int,attribute,Demographic,src_clip_similarity,tgt_clip_similarity,clip_direction,clip_image,l1loss,l2loss,dino_image_similarity,clip_edit_image_similarity
35 - 44,Graduate degree,Female,Black or African American,,smile/black_woman/2,Yes,4,Yes,4,4,0,3,3,smile,Female,0.222412109375,0.23388671875,0.2186279296875,0.97412109375,0.03639429807662964,0.006410256028175354,0.9489931464195251,0.145263671875
45 - 54,4 year degree,Female,White or Caucasian,,facial_hair/black_woman/1,Yes,1,Not sure,5,5,0,3,2,facial_hair,Female,0.2548828125,0.264892578125,-0.0167999267578125,0.99365234375,0.032915275543928146,0.002998831681907177,0.9914286732673645,0.1431884765625
25 - 34,Graduate degree,Female,Black or African American,,old/asian_man/8,Yes,5,No,4,4,0,3,1,old,Male,0.22509765625,0.2120361328125,-0.050018310546875,0.81689453125,0.05140446871519089,0.008034493774175644,0.864185094833374,0.16015625
25 - 34,Graduate degree,Female,White or Caucasian,,young/asian_woman/14,Yes,3,Yes,3,3,0,3,3,young,Female,0.216064453125,0.1724853515625,0.023162841796875,0.91943359375,0.024246953427791595,0.0030787321738898754,0.9638925790786743,0.1697998046875
25 - 34,Some college,Male,White or Caucasian,,sunglasses/asian_woman/14,Yes,4,Yes,5,5,0,3,3,sunglasses,Female,0.2159423828125,0.2734375,0.14208984375,0.7822265625,0.03927016630768776,0.00920700840651989,0.804774284362793,0.2218017578125
18 - 24,2 year degree,Female,Black or African American,,sunglasses/white_woman/1,Yes,2,Yes,4,4,0,3,3,sunglasses,Female,0.23291015625,0.25048828125,0.1962890625,0.8828125,0.03527674078941345,0.005140291526913643,0.950602650642395,0.163818359375
18 - 24,Graduate degree,Female,Black or African American,,young/indian_man/12,Yes,1,Yes,3,3,0,3,3,young,Male,0.2325439453125,0.20947265625,-0.003826141357421875,0.865234375,0.06277918070554733,0.012276819907128811,0.8709025382995605,0.11383056640625
18 - 24,4 year degree,Male,Hispanic or Latino,,old/indian_woman/12,Yes,3,No,5,5,0,3,1,old,Female,0.171142578125,0.1805419921875,0.00740814208984375,0.98388671875,0.048401426523923874,0.009433949366211891,0.978820264339447,0.0780029296875
25 - 34,4 year degree,Female,Black or African American,,old/asian_man/7,Yes,4,No,5,4,1,3,1,old,Male,0.180419921875,0.1900634765625,0.04315185546875,0.69287109375,0.0328684039413929,0.006360920611768961,0.954230010509491,0.173095703125
18 - 24,Some college,Female,Black or African American,,young/black_woman/1,Yes,5,No,3,5,-2,3,1,young,Female,0.2548828125,0.2113037109375,-0.018402099609375,0.9111328125,0.07598397135734558,0.013421190902590752,0.9640234708786011,0.1639404296875
45 - 54,Graduate degree,Female,East Asian,,old/white_man/3,Yes,5,No,4,4,0,3,1,old,Male,0.1961669921875,0.203125,0.0006704330444335938,0.88330078125,0.06143802031874657,0.012401198968291283,0.9523183107376099,0.1578369140625
18 - 24,4 year degree,Male,Black or African American,,old/asian_woman/13,Yes,4,Yes,4,4,0,3,3,old,Female,0.22900390625,0.22119140625,0.01409149169921875,0.76953125,0.051875241100788116,0.009318120777606964,0.8600801825523376,0.1646728515625
35 - 44,2 year degree,Female,Other,Coloured,facial_hair/white_woman/14,Yes,1,No,4,4,0,3,1,facial_hair,Female,0.2161865234375,0.2108154296875,0.0428466796875,0.98779296875,0.023774433881044388,0.0017545325681567192,0.989529013633728,0.1324462890625
25 - 34,Graduate degree,Male,White or Caucasian,,facial_hair/asian_woman/14,Yes,1,Yes,2,1,1,3,3,facial_hair,Female,0.2158203125,0.1939697265625,0.0195465087890625,0.85986328125,0.021092714741826057,0.002448707353323698,0.9544556736946106,0.11572265625
25 - 34,Graduate degree,Male,South Asian,,sunglasses/asian_woman/11,Yes,1,Yes,4,1,3,3,3,sunglasses,Female,0.2255859375,0.250732421875,0.197998046875,0.9345703125,0.03038448840379715,0.0061665796674788,0.8737215995788574,0.142333984375
25 - 34,High school graduate,Male,White or Caucasian,,old/white_woman/8,Yes,4,No,4,4,0,3,1,old,Female,0.1976318359375,0.192138671875,-0.030242919921875,0.94580078125,0.033978525549173355,0.0031882289331406355,0.9737992882728577,0.1485595703125
25 - 34,Graduate degree,Male,White or Caucasian,,sunglasses/black_man/7,Yes,2,Yes,5,3,2,3,3,sunglasses,Male,0.260986328125,0.252197265625,0.2177734375,0.94970703125,0.03318550065159798,0.005099317524582148,0.9139691591262817,0.1446533203125
18 - 24,4 year degree,Male,White or Caucasian,,smile/asian_man/12,Yes,5,No,5,5,0,3,1,smile,Male,0.2391357421875,0.26416015625,0.2396240234375,0.93603515625,0.021243775263428688,0.0035820212215185165,0.9685748815536499,0.166259765625
18 - 24,4 year degree,Female,White or Caucasian,,sunglasses/asian_man/14,Yes,5,Yes,4,4,0,3,3,sunglasses,Male,0.2449951171875,0.29052734375,0.20947265625,0.912109375,0.04074568673968315,0.00791796576231718,0.6898412704467773,0.19287109375
25 - 34,2 year degree,Male,White or Caucasian,,sunglasses/white_woman/10,Yes,3,Yes,4,3,1,3,3,sunglasses,Female,0.2264404296875,0.25830078125,0.2802734375,0.90771484375,0.049249012023210526,0.007465878035873175,0.7824876308441162,0.2135009765625
25 - 34,Graduate degree,Female,Hispanic or Latino,,old/black_man/0,Yes,4,No,4,4,0,3,1,old,Male,0.1444091796875,0.1441650390625,-0.11700439453125,0.94091796875,0.031120287254452705,0.006805089768022299,0.9805024266242981,0.11334228515625
18 - 24,Some college,Female,White or Caucasian,,old/white_man/6,Yes,4,Yes,4,3,1,3,3,old,Male,0.2392578125,0.208251953125,0.000850677490234375,0.95849609375,0.04810139164328575,0.00853936467319727,0.9732436537742615,0.181396484375
18 - 24,Graduate degree,Female,White or Caucasian,,smile/indian_woman/3,Yes,3,No,5,4,1,3,1,smile,Female,0.2125244140625,0.231201171875,-0.0357666015625,0.98681640625,0.02262588031589985,0.0022882595658302307,0.9936444759368896,0.129150390625
25 - 34,Graduate degree,Female,White or Caucasian,,sunglasses/white_woman/3,Yes,1,No,4,4,0,3,1,sunglasses,Female,0.2059326171875,0.2457275390625,0.13720703125,0.966796875,0.03839495778083801,0.006246677599847317,0.9422932863235474,0.181396484375
25 - 34,2 year degree,Male,White or Caucasian,,smile/asian_woman/8,Yes,5,No,4,4,0,3,1,smile,Female,0.228515625,0.2265625,0.0262451171875,0.96142578125,0.01868753507733345,0.00309417094103992,0.9847912788391113,0.1270751953125
25 - 34,Graduate degree,Other,Prefer Not to say,,young/asian_woman/8,No,2,Yes,3,3,0,1,3,young,Female,0.228515625,0.1715087890625,0.05767822265625,0.8583984375,0.031256016343832016,0.007264465559273958,0.9134061932563782,0.1650390625
18 - 24,4 year degree,Female,White or Caucasian,,old/indian_man/3,Yes,3,Yes,4,2,2,3,3,old,Male,0.2366943359375,0.20849609375,-0.07666015625,0.94482421875,0.06418773531913757,0.015622644685208797,0.8592320680618286,0.1455078125
25 - 34,Graduate degree,Male,White or Caucasian,,sunglasses/indian_man/14,Yes,4,Yes,5,5,0,3,3,sunglasses,Male,0.224609375,0.249755859375,0.09893798828125,0.94677734375,0.05648723617196083,0.014092649333178997,0.8008032441139221,0.1490478515625
45 - 54,Some college,Male,White or Caucasian,,sunglasses/black_woman/6,Yes,4,No,4,4,0,3,1,sunglasses,Female,0.2279052734375,0.256103515625,0.234375,0.93896484375,0.03780413046479225,0.006552737206220627,0.8415932059288025,0.134765625
25 - 34,2 year degree,Female,Hispanic or Latino,,sunglasses/black_man/5,Yes,2,No,5,4,1,3,1,sunglasses,Male,0.208740234375,0.2152099609375,0.10467529296875,0.94775390625,0.04745939373970032,0.009425132535398006,0.8795182704925537,0.1539306640625
25 - 34,Graduate degree,Male,Black or African American,,old/indian_man/8,Yes,4,Yes,4,4,0,3,3,old,Male,0.1846923828125,0.1822509765625,-0.0469970703125,0.7548828125,0.0416707918047905,0.008721904829144478,0.9009336829185486,0.1346435546875
18 - 24,Some college,Male,White or Caucasian,,young/white_woman/1,Yes,3,Yes,5,5,0,3,3,young,Female,0.2330322265625,0.2181396484375,0.06036376953125,0.943359375,0.04113083705306053,0.005898844450712204,0.9875980615615845,0.1798095703125
18 - 24,4 year degree,Male,White or Caucasian,,young/white_woman/10,Yes,2,No,4,3,1,3,1,young,Female,0.2265625,0.2135009765625,0.0162506103515625,0.9658203125,0.05202960968017578,0.007800110150128603,0.9729028940200806,0.2005615234375
18 - 24,Some college,Female,Other,South African Coloured,facial_hair/asian_woman/12,Yes,5,No,5,5,0,3,1,facial_hair,Female,0.25341796875,0.25732421875,0.248291015625,0.75244140625,0.03352596238255501,0.005476769059896469,0.8808901309967041,0.1932373046875
25 - 34,High school graduate,Male,White or Caucasian,,old/white_man/2,Yes,4,No,4,4,0,3,1,old,Male,0.2056884765625,0.190185546875,-0.041259765625,0.9853515625,0.056068044155836105,0.007261177059262991,0.8650635480880737,0.1658935546875
18 - 24,4 year degree,Female,Hispanic or Latino,,young/black_woman/7,Yes,1,No,4,4,0,3,1,young,Female,0.222412109375,0.19189453125,0.01435089111328125,0.96337890625,0.028058353811502457,0.0029210569337010384,0.9872366786003113,0.137451171875
18 - 24,Graduate degree,Female,Hispanic or Latino,,young/indian_man/13,Yes,2,No,4,4,0,3,1,young,Male,0.21337890625,0.2001953125,-0.016510009765625,0.943359375,0.05410350114107132,0.009283153340220451,0.9432146549224854,0.1434326171875
35 - 44,Graduate degree,Male,White or Caucasian,,young/asian_woman/7,Yes,3,Yes,4,4,0,3,3,young,Female,0.2127685546875,0.1650390625,0.0129852294921875,0.93896484375,0.04694333299994469,0.00894770398736,0.780106782913208,0.1873779296875
35 - 44,Graduate degree,Male,White or Caucasian,,young/indian_man/11,Yes,3,Not sure,3,3,0,3,2,young,Male,0.18115234375,0.179931640625,-0.0226287841796875,0.95166015625,0.029204603284597397,0.003095972817391157,0.9659826755523682,0.1265869140625
25 - 34,High school graduate,Male,Black or African American,,young/indian_man/7,Yes,4,No,5,5,0,3,1,young,Male,0.2666015625,0.26513671875,-0.005847930908203125,0.9580078125,0.03763502091169357,0.00586977181956172,0.9592040777206421,0.173583984375
35 - 44,2 year degree,Female,White or Caucasian,,facial_hair/white_woman/5,Yes,4,No,4,4,0,3,1,facial_hair,Female,0.2371826171875,0.2431640625,0.0399169921875,0.98681640625,0.02534528821706772,0.0021031706128269434,0.9914344549179077,0.1619873046875
18 - 24,High school graduate,Male,Black or African American,,smile/black_man/13,Yes,1,No,4,4,0,3,1,smile,Male,0.228759765625,0.174560546875,0.051971435546875,0.97900390625,0.028063638135790825,0.0022252399940043688,0.991539716720581,0.1160888671875
25 - 34,Graduate degree,Male,South Asian,,old/black_woman/0,Yes,4,No,5,3,2,3,1,old,Female,0.2298583984375,0.20703125,-0.038055419921875,0.91455078125,0.026173356920480728,0.004056021571159363,0.9796252250671387,0.1192626953125
25 - 34,Graduate degree,Female,White or Caucasian,,young/black_man/0,Yes,1,No,4,4,0,3,1,young,Male,0.14453125,0.14990234375,0.005153656005859375,0.9482421875,0.029970897361636162,0.006396399810910225,0.9740734696388245,0.1051025390625
35 - 44,4 year degree,Female,Black or African American,,facial_hair/white_woman/3,Yes,4,No,4,4,0,3,1,facial_hair,Female,0.2060546875,0.218505859375,0.0885009765625,0.99365234375,0.031613513827323914,0.002898802747949958,0.9900187849998474,0.1390380859375
45 - 54,2 year degree,Female,White or Caucasian,,young/white_woman/8,Yes,1,No,5,5,0,3,1,young,Female,0.1976318359375,0.191650390625,0.0325927734375,0.98583984375,0.029708633199334145,0.0027947979979217052,0.9909831285476685,0.139892578125
25 - 34,Graduate degree,Female,White or Caucasian,,young/black_woman/13,Yes,5,No,5,5,0,3,1,young,Female,0.25,0.2100830078125,0.05072021484375,0.98291015625,0.030033234506845474,0.003287519095465541,0.9787243604660034,0.154296875
25 - 34,4 year degree,Female,Black or African American,,old/indian_man/10,Yes,3,Yes,3,5,-2,3,3,old,Male,0.272216796875,0.24072265625,-0.03680419921875,0.91748046875,0.04936571419239044,0.0074699814431369305,0.8494592905044556,0.1483154296875
35 - 44,4 year degree,Male,White or Caucasian,,young/black_woman/9,Yes,3,Yes,4,4,0,3,3,young,Female,0.2049560546875,0.197509765625,0.045257568359375,0.9599609375,0.029080267995595932,0.003408112796023488,0.9506672024726868,0.129638671875
25 - 34,High school graduate,Male,White or Caucasian,,sunglasses/white_man/10,Yes,5,Yes,4,4,0,3,3,sunglasses,Male,0.185302734375,0.21923828125,0.26513671875,0.96533203125,0.05393886938691139,0.00988774187862873,0.8592965006828308,0.1796875
25 - 34,Graduate degree,Female,Black or African American,,smile/black_man/0,Yes,5,No,5,5,0,3,1,smile,Male,0.1444091796875,0.1898193359375,0.223876953125,0.92626953125,0.02688838727772236,0.005865117069333792,0.9717459678649902,0.127685546875
18 - 24,2 year degree,Female,Black or African American,,smile/white_woman/3,Yes,5,Yes,5,5,0,3,3,smile,Female,0.2060546875,0.21630859375,0.03582763671875,0.99658203125,0.022508136928081512,0.0015607811510562897,0.9930758476257324,0.16845703125
18 - 24,Graduate degree,Female,Hispanic or Latino,,facial_hair/indian_man/0,Not Sure,3,Yes,4,2,2,2,3,facial_hair,Male,0.2330322265625,0.263427734375,0.1466064453125,0.84130859375,0.023853551596403122,0.0031810926739126444,0.9440084099769592,0.1766357421875
18 - 24,High school graduate,Male,White or Caucasian,,facial_hair/asian_man/12,Yes,5,No,5,5,0,3,1,facial_hair,Male,0.2391357421875,0.257080078125,0.218994140625,0.93408203125,0.023710131645202637,0.004348892718553543,0.986517071723938,0.189453125
18 - 24,Some college,Male,White or Caucasian,,facial_hair/white_man/1,Yes,5,No,4,4,0,3,1,facial_hair,Male,0.2486572265625,0.24462890625,0.26513671875,0.94189453125,0.03691357001662254,0.004990691784769297,0.9430818557739258,0.1943359375
18 - 24,High school graduate,Female,White or Caucasian,,young/asian_woman/10,Not Sure,3,Not sure,2,3,-1,2,2,young,Female,0.2408447265625,0.1685791015625,-0.0789794921875,0.72119140625,0.04913639649748802,0.007349314168095589,0.8218672275543213,0.2093505859375
25 - 34,Graduate degree,Female,White or Caucasian,,young/asian_woman/10,Not Sure,4,Yes,2,5,-3,2,3,young,Female,0.2408447265625,0.1685791015625,-0.0789794921875,0.72119140625,0.04913639649748802,0.007349314168095589,0.8218672275543213,0.2093505859375
18 - 24,2 year degree,Male,White or Caucasian,,facial_hair/white_man/1,Yes,5,No,4,4,0,3,1,facial_hair,Male,0.2486572265625,0.24462890625,0.26513671875,0.94189453125,0.03691357001662254,0.004990691784769297,0.9430818557739258,0.1943359375
25 - 34,Some college,Female,Other,African ,facial_hair/white_man/1,Yes,5,No,4,4,0,3,1,facial_hair,Male,0.2486572265625,0.24462890625,0.26513671875,0.94189453125,0.03691357001662254,0.004990691784769297,0.9430818557739258,0.1943359375
18 - 24,Graduate degree,Male,White or Caucasian,,sunglasses/black_man/11,Yes,3,Yes,4,4,0,3,3,sunglasses,Male,0.163330078125,0.2132568359375,0.276611328125,0.91064453125,0.05121159926056862,0.011252009309828281,0.856205403804779,0.178466796875
45 - 54,Graduate degree,Male,Hispanic or Latino,,sunglasses/black_man/11,Yes,5,No,4,3,1,3,1,sunglasses,Male,0.163330078125,0.2132568359375,0.276611328125,0.91064453125,0.05121159926056862,0.011252009309828281,0.856205403804779,0.178466796875
18 - 24,High school graduate,Female,White or Caucasian,,smile/white_woman/14,Yes,2,No,3,3,0,3,1,smile,Female,0.2161865234375,0.2110595703125,0.184814453125,0.9736328125,0.028881428763270378,0.0032647489570081234,0.9643869400024414,0.177978515625
25 - 34,Graduate degree,Female,Hispanic or Latino,,young/black_man/12,Yes,1,Yes,3,3,0,3,3,young,Male,0.2021484375,0.18359375,0.034637451171875,0.9833984375,0.02833559922873974,0.006588954944163561,0.984948456287384,0.1453857421875
18 - 24,High school graduate,Male,Hispanic or Latino,,old/asian_man/7,Yes,5,No,3,3,0,3,1,old,Male,0.180419921875,0.1900634765625,0.04315185546875,0.69287109375,0.0328684039413929,0.006360920611768961,0.954230010509491,0.173095703125
35 - 44,High school graduate,Male,White or Caucasian,,young/asian_woman/10,Yes,5,Yes,5,5,0,3,3,young,Female,0.2408447265625,0.1685791015625,-0.0789794921875,0.72119140625,0.04913639649748802,0.007349314168095589,0.8218672275543213,0.2093505859375
18 - 24,Some college,Male,White or Caucasian,,young/white_man/0,Yes,4,Yes,5,3,2,3,3,young,Male,0.25341796875,0.2330322265625,-0.057342529296875,0.9794921875,0.03285188972949982,0.0040098452009260654,0.9651595950126648,0.1767578125
18 - 24,2 year degree,Male,White or Caucasian,,young/white_man/0,Yes,1,No,5,5,0,3,1,young,Male,0.25341796875,0.2330322265625,-0.057342529296875,0.9794921875,0.03285188972949982,0.0040098452009260654,0.9651595950126648,0.1767578125
18 - 24,2 year degree,Male,Hispanic or Latino,,old/asian_man/7,Yes,5,No,4,4,0,3,1,old,Male,0.180419921875,0.1900634765625,0.04315185546875,0.69287109375,0.0328684039413929,0.006360920611768961,0.954230010509491,0.173095703125
25 - 34,4 year degree,Male,Black or African American,,young/black_man/12,Yes,5,No,3,3,0,3,1,young,Male,0.2021484375,0.18359375,0.034637451171875,0.9833984375,0.02833559922873974,0.006588954944163561,0.984948456287384,0.1453857421875
35 - 44,Graduate degree,Female,White or Caucasian,,smile/white_woman/14,Yes,3,No,4,4,0,3,1,smile,Female,0.2161865234375,0.2110595703125,0.184814453125,0.9736328125,0.028881428763270378,0.0032647489570081234,0.9643869400024414,0.177978515625
25 - 34,Graduate degree,Other,Black or African American,,facial_hair/indian_man/4,Yes,1,No,4,4,0,3,1,facial_hair,Male,0.2010498046875,0.187255859375,-0.016082763671875,0.9873046875,0.02781827189028263,0.00325726973824203,0.9869504570960999,0.1383056640625
25 - 34,4 year degree,Male,White or Caucasian,,facial_hair/indian_man/4,Yes,1,No,5,5,0,3,1,facial_hair,Male,0.2010498046875,0.187255859375,-0.016082763671875,0.9873046875,0.02781827189028263,0.00325726973824203,0.9869504570960999,0.1383056640625
25 - 34,Graduate degree,Female,Hispanic or Latino,,young/white_woman/0,No,3,No,2,2,0,1,1,young,Female,0.2218017578125,0.2178955078125,0.0439453125,0.98876953125,0.02233102172613144,0.002886313246563077,0.9899080991744995,0.162353515625
25 - 34,Graduate degree,Female,Black or African American,,young/white_man/0,Yes,5,Yes,3,5,-2,3,3,young,Male,0.25341796875,0.2330322265625,-0.057342529296875,0.9794921875,0.03285188972949982,0.0040098452009260654,0.9651595950126648,0.1767578125
18 - 24,High school graduate,Female,Black or African American,,young/white_woman/0,Yes,4,No,4,5,-1,3,1,young,Female,0.2218017578125,0.2178955078125,0.0439453125,0.98876953125,0.02233102172613144,0.002886313246563077,0.9899080991744995,0.162353515625
55 - 64,Graduate degree,Female,White or Caucasian,,old/asian_man/7,Yes,4,No,4,4,0,3,1,old,Male,0.180419921875,0.1900634765625,0.04315185546875,0.69287109375,0.0328684039413929,0.006360920611768961,0.954230010509491,0.173095703125
18 - 24,4 year degree,Female,Black or African American,,facial_hair/indian_man/4,Yes,2,No,4,4,0,3,1,facial_hair,Male,0.2010498046875,0.187255859375,-0.016082763671875,0.9873046875,0.02781827189028263,0.00325726973824203,0.9869504570960999,0.1383056640625
25 - 34,2 year degree,Male,Prefer Not to say,,young/white_man/9,Yes,3,Not sure,3,3,0,3,2,young,White,0.1820068359375,0.1751708984375,0.0300140380859375,0.97802734375,0.03531746193766594,0.0035216971300542355,0.9301000237464905,0.144775390625
18 - 24,Some college,Male,White or Caucasian,,smile/white_man/8,Yes,3,Yes,3,3,0,3,3,smile,White,0.1787109375,0.19775390625,0.1392822265625,0.98095703125,0.0313195064663887,0.0025256196968257427,0.962469220161438,0.156494140625
25 - 34,4 year degree,Male,White or Caucasian,,sunglasses/black_man/7,Yes,3,Yes,4,3,1,3,3,sunglasses,Black,0.260986328125,0.252197265625,0.2177734375,0.94970703125,0.03318550065159798,0.005099317524582148,0.9139691591262817,0.1446533203125
35 - 44,Some college,Male,White or Caucasian,,facial_hair/indian_woman/11,Yes,5,No,4,4,0,3,1,facial_hair,Indian,0.2403564453125,0.288330078125,0.260986328125,0.8662109375,0.030874786898493767,0.005130719393491745,0.9588752388954163,0.2001953125
35 - 44,Graduate degree,Female,Black or African American,,young/white_woman/14,Yes,4,Not sure,4,4,0,3,2,young,White,0.2161865234375,0.211181640625,-0.006137847900390625,0.94580078125,0.03686206787824631,0.004203542601317167,0.9810811281204224,0.19091796875
45 - 54,4 year degree,Female,White or Caucasian,,young/black_woman/6,Yes,1,No,5,5,0,3,1,young,Black,0.227783203125,0.2274169921875,0.0716552734375,0.95263671875,0.03570093587040901,0.005107247270643711,0.9482381343841553,0.158203125
25 - 34,Graduate degree,Female,Black or African American,,sunglasses/indian_man/1,Yes,4,No,5,5,0,3,1,sunglasses,Indian,0.244384765625,0.260498046875,0.26611328125,0.94677734375,0.036534324288368225,0.0076308343559503555,0.7231183052062988,0.169677734375
25 - 34,Graduate degree,Female,White or Caucasian,,sunglasses/indian_woman/7,Yes,5,No,4,4,0,3,1,sunglasses,Indian,0.23583984375,0.27099609375,0.25341796875,0.91845703125,0.04743579030036926,0.010415405035018921,0.9360540509223938,0.1610107421875
25 - 34,Some college,Male,White or Caucasian,,sunglasses/indian_woman/6,No,1,Yes,3,3,0,1,3,sunglasses,Indian,0.268798828125,0.2255859375,0.02740478515625,0.98583984375,0.03090457059442997,0.004058022517710924,0.9914377927780151,0.07659912109375
18 - 24,2 year degree,Female,Black or African American,,smile/white_man/5,Yes,4,No,4,4,0,3,1,smile,White,0.220458984375,0.234130859375,0.407958984375,0.97412109375,0.02729739435017109,0.004137086682021618,0.9260447025299072,0.1837158203125
18 - 24,Graduate degree,Female,Black or African American,,sunglasses/indian_woman/4,Yes,5,Not sure,4,4,0,3,2,sunglasses,Indian,0.2327880859375,0.269287109375,0.134033203125,0.84912109375,0.04381822049617767,0.011718320660293102,0.8325900435447693,0.193115234375
18 - 24,4 year degree,Male,Hispanic or Latino,,young/white_woman/3,Yes,4,No,5,5,0,3,1,young,White,0.2060546875,0.19970703125,0.033538818359375,0.99267578125,0.03465237095952034,0.00353146530687809,0.9831125736236572,0.1856689453125
25 - 34,4 year degree,Female,Black or African American,,old/indian_man/9,Yes,4,No,5,5,0,3,1,old,Indian,0.230224609375,0.1944580078125,0.02374267578125,0.931640625,0.06557856500148773,0.013310044072568417,0.9328913688659668,0.1456298828125
18 - 24,Some college,Female,Black or African American,,sunglasses/indian_man/11,Yes,5,No,4,5,-1,3,1,sunglasses,Indian,0.18115234375,0.261962890625,0.2275390625,0.908203125,0.029268361628055573,0.004176181275397539,0.8115774393081665,0.1771240234375
45 - 54,Graduate degree,Female,East Asian,,sunglasses/indian_woman/11,Yes,4,Yes,4,4,0,3,3,sunglasses,Indian,0.2403564453125,0.2763671875,0.190185546875,0.8544921875,0.04028220474720001,0.0075585078448057175,0.9084029793739319,0.144287109375
18 - 24,4 year degree,Male,Black or African American,,facial_hair/asian_man/3,Yes,3,No,4,4,0,3,1,facial_hair,Asian,0.2398681640625,0.253173828125,0.10101318359375,0.94482421875,0.02250717766582966,0.0025883170310407877,0.927091658115387,0.1708984375
35 - 44,2 year degree,Female,Other,Coloured,old/indian_man/3,Yes,4,No,4,4,0,3,1,old,Indian,0.2366943359375,0.20849609375,-0.07666015625,0.94482421875,0.06418773531913757,0.015622644685208797,0.8592320680618286,0.1455078125
25 - 34,Graduate degree,Male,White or Caucasian,,young/black_woman/14,Yes,4,No,4,3,1,3,1,young,Black,0.22509765625,0.1995849609375,0.035064697265625,0.97119140625,0.025456950068473816,0.004865606781095266,0.987602174282074,0.165283203125
25 - 34,Graduate degree,Male,South Asian,,young/indian_woman/14,Yes,4,No,4,4,0,3,1,young,Indian,0.21630859375,0.1885986328125,-0.0196075439453125,0.76708984375,0.043435174971818924,0.005389079451560974,0.6950439810752869,0.194580078125
25 - 34,High school graduate,Male,White or Caucasian,,smile/black_man/8,Yes,3,No,4,4,0,3,1,smile,Black,0.2220458984375,0.2239990234375,0.033050537109375,0.98291015625,0.03236464038491249,0.0037261771503835917,0.9893348217010498,0.15869140625
25 - 34,Graduate degree,Male,White or Caucasian,,smile/white_woman/12,Yes,3,No,5,5,0,3,1,smile,White,0.1785888671875,0.196044921875,0.0933837890625,0.978515625,0.02013937011361122,0.0019324688473716378,0.9923425912857056,0.1746826171875
18 - 24,4 year degree,Male,White or Caucasian,,sunglasses/indian_man/6,Yes,4,Not sure,4,4,0,3,2,sunglasses,Indian,0.251953125,0.254638671875,0.27099609375,0.95458984375,0.05238199234008789,0.00947410985827446,0.8588862419128418,0.155517578125
18 - 24,4 year degree,Female,White or Caucasian,,young/black_woman/1,No,1,Yes,5,5,0,1,3,young,Black,0.2548828125,0.2113037109375,-0.018402099609375,0.9111328125,0.07598397135734558,0.013421190902590752,0.9640234708786011,0.1639404296875
25 - 34,2 year degree,Male,White or Caucasian,,sunglasses/asian_man/5,Yes,4,Yes,4,4,0,3,3,sunglasses,Asian,0.1812744140625,0.21484375,0.062744140625,0.86279296875,0.030608274042606354,0.006031403783708811,0.9508191347122192,0.201171875
25 - 34,Graduate degree,Female,Hispanic or Latino,,smile/white_man/10,Yes,4,No,4,4,0,3,1,smile,White,0.1851806640625,0.1900634765625,0.298583984375,0.99609375,0.028065433725714684,0.0025367112830281258,0.991613507270813,0.1444091796875
18 - 24,Some college,Female,White or Caucasian,,sunglasses/white_woman/8,Yes,4,Yes,4,4,0,3,3,sunglasses,White,0.1976318359375,0.251708984375,0.2156982421875,0.90869140625,0.03995191305875778,0.007217981852591038,0.8600583076477051,0.182373046875
18 - 24,Graduate degree,Female,White or Caucasian,,old/indian_woman/2,Yes,2,Yes,2,2,0,3,3,old,Indian,0.269287109375,0.263671875,-0.035980224609375,0.92919921875,0.05745990201830864,0.014733169227838516,0.9533059597015381,0.205078125
25 - 34,Graduate degree,Female,White or Caucasian,,old/indian_man/3,Yes,5,No,4,4,0,3,1,old,Indian,0.2366943359375,0.20849609375,-0.07666015625,0.94482421875,0.06418773531913757,0.015622644685208797,0.8592320680618286,0.1455078125
25 - 34,2 year degree,Male,White or Caucasian,,young/asian_woman/1,Yes,1,Yes,4,4,0,3,3,young,Asian,0.2255859375,0.18798828125,-0.005619049072265625,0.93994140625,0.032191719859838486,0.004297611769288778,0.9897869229316711,0.176025390625
25 - 34,Graduate degree,Other,Prefer Not to say,,sunglasses/black_woman/8,Yes,1,Yes,4,3,1,3,3,sunglasses,Black,0.2196044921875,0.19921875,0.0595703125,0.9716796875,0.023233838379383087,0.0021121357567608356,0.990403413772583,0.09564208984375
18 - 24,4 year degree,Female,White or Caucasian,,old/asian_man/10,Yes,5,No,5,5,0,3,1,old,Asian,0.2088623046875,0.222412109375,0.03851318359375,0.77490234375,0.03194073960185051,0.005978819448500872,0.7422661781311035,0.16845703125
25 - 34,Graduate degree,Male,White or Caucasian,,old/black_woman/10,Yes,4,No,5,5,0,3,1,old,Black,0.2314453125,0.19775390625,-0.03076171875,0.95166015625,0.029842384159564972,0.004350753501057625,0.9789199829101562,0.11077880859375
45 - 54,Some college,Male,White or Caucasian,,young/white_woman/2,Yes,2,Yes,4,4,0,3,3,young,White,0.2237548828125,0.2017822265625,0.01215362548828125,0.95849609375,0.03306569159030914,0.0046186503022909164,0.9431948065757751,0.1795654296875
25 - 34,2 year degree,Female,Hispanic or Latino,,smile/white_man/0,Yes,4,No,5,5,0,3,1,smile,White,0.25341796875,0.270751953125,0.08563232421875,0.98828125,0.02390952967107296,0.0022997583728283644,0.9759149551391602,0.1871337890625
